type,title,cast,country,rating,listed_in,cast_list,combination
TV Show,blue exorcist,nobuhiko okamoto  jun fukuyama  kana hanazawa,japan,TV-MA,"anime series, international tv shows",Nobuhiko Okamoto  Jun Fukuyama  Kana Hanazawa,"TV Show TV-MA anime series, international tv shows japan nobuhiko okamoto  jun fukuyama  kana hanazawa"
TV Show,bookmarks,marley dias,united states,TV-Y,kids' tv,Marley Dias,TV Show TV-Y kids' tv united states marley dias
TV Show,borgen,sidse babett knudsen  birgitte hjort sørensen  pilou asbæk,denmark,TV-MA,"international tv shows, tv dramas",Sidse Babett Knudsen  Birgitte Hjort Sørensen  Pilou Asbæk,"TV Show TV-MA international tv shows, tv dramas denmark sidse babett knudsen  birgitte hjort sørensen  pilou asbæk"
TV Show,erased,tao tsuchiya  shinnosuke mitsushima  aoi yuki,japan,TV-14,"anime series, international tv shows, tv thrillers",Tao Tsuchiya  Shinnosuke Mitsushima  Aoi Yuki,"TV Show TV-14 anime series, international tv shows, tv thrillers japan tao tsuchiya  shinnosuke mitsushima  aoi yuki"
TV Show,felipe esparza: bad decisions,felipe esparza,united states,TV-MA,"stand-up comedy & talk shows, tv comedies",Felipe Esparza,"TV Show TV-MA stand-up comedy & talk shows, tv comedies united states felipe esparza"
TV Show,h,jamel debbouze  éric judor  ramzy bedia,france,TV-MA,"international tv shows, tv comedies",Jamel Debbouze  Éric Judor  Ramzy Bedia,"TV Show TV-MA international tv shows, tv comedies france jamel debbouze  éric judor  ramzy bedia"
TV Show,heidi,monique hore  sophia morrison  peter mcallum,"france, australia, germany",TV-Y7,kids' tv,Monique Hore  Sophia Morrison  Peter McAllum,"TV Show TV-Y7 kids' tv france, australia, germany monique hore  sophia morrison  peter mcallum"
TV Show,"sister, sister",tia mowry-hardrict  jackée harry  tamera mowry-housley,united states,TV-PG,"tv comedies, teen tv shows",Tia Mowry-Hardrict  Jackée Harry  Tamera Mowry-Housley,"TV Show TV-PG tv comedies, teen tv shows united states tia mowry-hardrict  jackée harry  tamera mowry-housley"
TV Show,the promised neverland,sumire morohoshi  maaya uchida  mariya ise,japan,TV-14,"anime series, international tv shows, tv thrillers",Sumire Morohoshi  Maaya Uchida  Mariya Ise,"TV Show TV-14 anime series, international tv shows, tv thrillers japan sumire morohoshi  maaya uchida  mariya ise"
TV Show,thomas and friends,michael angelis  ben small  keith wickham,united kingdom,TV-Y,"british tv shows, classic & cult tv, kids' tv",Michael Angelis  Ben Small  Keith Wickham,"TV Show TV-Y british tv shows, classic & cult tv, kids' tv united kingdom michael angelis  ben small  keith wickham"
TV Show,i am a killer: released,unknown,"united kingdom, united states",TV-MA,"british tv shows, crime tv shows, docuseries",unknown,"TV Show TV-MA british tv shows, crime tv shows, docuseries united kingdom, united states unknown"
TV Show,masaba masaba,masaba gupta  neena gupta  neil bhoopalam,india,TV-MA,"international tv shows, tv comedies, tv dramas",Masaba Gupta  Neena Gupta  Neil Bhoopalam,"TV Show TV-MA international tv shows, tv comedies, tv dramas india masaba gupta  neena gupta  neil bhoopalam"
TV Show,aggretsuko,kaolip  komegumi koiwasaki  maki tsuruta,japan,TV-14,"anime series, international tv shows",Kaolip  Komegumi Koiwasaki  Maki Tsuruta,"TV Show TV-14 anime series, international tv shows japan kaolip  komegumi koiwasaki  maki tsuruta"
TV Show,her mother's killer,carolina gómez  marlon moreno  george slebi,colombia,TV-MA,"international tv shows, spanish-language tv shows, tv dramas",Carolina Gómez  Marlon Moreno  George Slebi,"TV Show TV-MA international tv shows, spanish-language tv shows, tv dramas colombia carolina gómez  marlon moreno  george slebi"
TV Show,million dollar beach house,unknown,united states,TV-MA,reality tv,unknown,TV Show TV-MA reality tv united states unknown
TV Show,emily's wonder lab,emily callandrelli  sky alexis  kennedi butler,united states,TV-Y,kids' tv,Emily Callandrelli  Sky Alexis  Kennedi Butler,TV Show TV-Y kids' tv united states emily callandrelli  sky alexis  kennedi butler
TV Show,trinkets,brianna hildebrand  kiana madeira  quintessa swindell,united states,TV-MA,"tv dramas, teen tv shows",Brianna Hildebrand  Kiana Madeira  Quintessa Swindell,"TV Show TV-MA tv dramas, teen tv shows united states brianna hildebrand  kiana madeira  quintessa swindell"
TV Show,baewatch: parental guidance,unknown,unknown,TV-MA,"british tv shows, reality tv, romantic tv shows",unknown,"TV Show TV-MA british tv shows, reality tv, romantic tv shows unknown unknown"
TV Show,ojos in d' house,'najite dede  jude chukwuka  taiwo arimoro,nigeria,TV-G,"international tv shows, tv comedies",'Najite Dede  Jude Chukwuka  Taiwo Arimoro,"TV Show TV-G international tv shows, tv comedies nigeria 'najite dede  jude chukwuka  taiwo arimoro"
TV Show,hoops,jake johnson  ron funches  cleo king,united states,TV-MA,tv comedies,Jake Johnson  Ron Funches  Cleo King,TV Show TV-MA tv comedies united states jake johnson  ron funches  cleo king
TV Show,rust valley restorers,mike hall  michael daingerfield,canada,TV-14,"international tv shows, reality tv",Mike Hall  Michael Daingerfield,"TV Show TV-14 international tv shows, reality tv canada mike hall  michael daingerfield"
TV Show,goedam,seola  lee hyun-joo  song chae-yun,south korea,TV-MA,"international tv shows, tv horror, tv mysteries",SEOLA  Lee Hyun-joo  Song Chae-yun,"TV Show TV-MA international tv shows, tv horror, tv mysteries south korea seola  lee hyun-joo  song chae-yun"
TV Show,demarcus family rules,unknown,united states,TV-14,reality tv,unknown,TV Show TV-14 reality tv united states unknown
TV Show,high score,unknown,united states,TV-14,"docuseries, science & nature tv",unknown,"TV Show TV-14 docuseries, science & nature tv united states unknown"
TV Show,glitch techs,ricardo hurtado  monica ray  luke youngblood,united states,TV-Y7,kids' tv,Ricardo Hurtado  Monica Ray  Luke Youngblood,TV Show TV-Y7 kids' tv united states ricardo hurtado  monica ray  luke youngblood
TV Show,stranger,seung-woo cho  doona bae  joon-hyuk lee,south korea,TV-MA,"crime tv shows, international tv shows, korean tv shows",Seung-woo Cho  Doona Bae  Joon-hyuk Lee,"TV Show TV-MA crime tv shows, international tv shows, korean tv shows south korea seung-woo cho  doona bae  joon-hyuk lee"
TV Show,dérè: an african tale,weruche opia  gbenro ajibade  ireti doyle,unknown,TV-PG,"international tv shows, romantic tv shows, tv dramas",Weruche Opia  Gbenro Ajibade  Ireti Doyle,"TV Show TV-PG international tv shows, romantic tv shows, tv dramas unknown weruche opia  gbenro ajibade  ireti doyle"
TV Show,rita,mille dinesen  carsten bjørnlund  lise baastrup,denmark,TV-MA,"international tv shows, tv comedies, tv dramas",Mille Dinesen  Carsten Bjørnlund  Lise Baastrup,"TV Show TV-MA international tv shows, tv comedies, tv dramas denmark mille dinesen  carsten bjørnlund  lise baastrup"
TV Show,takki,moayed althagafi  khairiah abulaban  ali alsharif,saudi arabia,TV-14,"international tv shows, tv dramas",Moayed Althagafi  Khairiah Abulaban  Ali Alsharif,"TV Show TV-14 international tv shows, tv dramas saudi arabia moayed althagafi  khairiah abulaban  ali alsharif"
TV Show,3%,joão miguel  bianca comparato  michel gomes,brazil,TV-MA,"international tv shows, tv dramas, tv sci-fi & fantasy",João Miguel  Bianca Comparato  Michel Gomes,"TV Show TV-MA international tv shows, tv dramas, tv sci-fi & fantasy brazil joão miguel  bianca comparato  michel gomes"
TV Show,teenage bounty hunters,anjelica bette fellini  maddie phillips  kadeem hardison,united states,TV-MA,"crime tv shows, tv comedies, tv dramas",Anjelica Bette Fellini  Maddie Phillips  Kadeem Hardison,"TV Show TV-MA crime tv shows, tv comedies, tv dramas united states anjelica bette fellini  maddie phillips  kadeem hardison"
TV Show,the great heist,andrés parra  christian tappan  marcela benjumea,colombia,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Andrés Parra  Christian Tappan  Marcela Benjumea,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows colombia andrés parra  christian tappan  marcela benjumea"
TV Show,the legend of korra,janet varney  david faustino  p.j. byrne,united states,TV-Y7,"kids' tv, tv action & adventure, tv sci-fi & fantasy",Janet Varney  David Faustino  P.J. Byrne,"TV Show TV-Y7 kids' tv, tv action & adventure, tv sci-fi & fantasy united states janet varney  david faustino  p.j. byrne"
TV Show,zoids wild,kensho ono  takahiro sakurai  mikako komatsu,japan,TV-Y7,"anime series, kids' tv",Kensho Ono  Takahiro Sakurai  Mikako Komatsu,"TV Show TV-Y7 anime series, kids' tv japan kensho ono  takahiro sakurai  mikako komatsu"
TV Show,(un)well,unknown,united states,TV-MA,reality tv,unknown,TV Show TV-MA reality tv united states unknown
TV Show,game on: a comedy crossover event,loretta devine  tia mowry-hardrict  anthony alabi,united states,TV-G,"kids' tv, tv comedies",Loretta Devine  Tia Mowry-Hardrict  Anthony Alabi,"TV Show TV-G kids' tv, tv comedies united states loretta devine  tia mowry-hardrict  anthony alabi"
TV Show,terrace house: tokyo 2019-2020,you  reina triendl  yoshimi tokui,japan,TV-MA,"international tv shows, reality tv",You  Reina Triendl  Yoshimi Tokui,"TV Show TV-MA international tv shows, reality tv japan you  reina triendl  yoshimi tokui"
TV Show,the governor,caroline chikezie  bimbo manuel  lord frank,nigeria,TV-14,"international tv shows, tv dramas",Caroline Chikezie  Bimbo Manuel  Lord Frank,"TV Show TV-14 international tv shows, tv dramas nigeria caroline chikezie  bimbo manuel  lord frank"
TV Show,high seas,ivana baquero  jon kortajarena  alejandra onieva,spain,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Ivana Baquero  Jon Kortajarena  Alejandra Onieva,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows spain ivana baquero  jon kortajarena  alejandra onieva"
TV Show,selling sunset,unknown,unknown,TV-MA,reality tv,unknown,TV Show TV-MA reality tv unknown unknown
TV Show,sing on! germany,palina rojinski,germany,TV-PG,"international tv shows, reality tv",Palina Rojinski,"TV Show TV-PG international tv shows, reality tv germany palina rojinski"
TV Show,tiny creatures,mike colter,united states,TV-PG,"docuseries, science & nature tv, tv action & adventure",Mike Colter,"TV Show TV-PG docuseries, science & nature tv, tv action & adventure united states mike colter"
TV Show,wizards: tales of arcadia,colin o'donoghue  david bradley  lena headey,united states,TV-Y7,"kids' tv, tv action & adventure, tv sci-fi & fantasy",Colin O'Donoghue  David Bradley  Lena Headey,"TV Show TV-Y7 kids' tv, tv action & adventure, tv sci-fi & fantasy united states colin o'donoghue  david bradley  lena headey"
TV Show,word party songs,unknown,united states,TV-Y,kids' tv,unknown,TV Show TV-Y kids' tv united states unknown
TV Show,ever after high,jonquil goode  karen strassman  audu paden,canada,TV-Y7,kids' tv,Jonquil Goode  Karen Strassman  Audu Paden,TV Show TV-Y7 kids' tv canada jonquil goode  karen strassman  audu paden
TV Show,the rain,alba august  lucas lynggaard tønnesen  mikkel boe følsgaard,"denmark, united states",TV-MA,"international tv shows, tv dramas, tv mysteries",Alba August  Lucas Lynggaard Tønnesen  Mikkel Boe Følsgaard,"TV Show TV-MA international tv shows, tv dramas, tv mysteries denmark, united states alba august  lucas lynggaard tønnesen  mikkel boe følsgaard"
TV Show,world's most wanted,unknown,united states,TV-14,"crime tv shows, docuseries, international tv shows",unknown,"TV Show TV-14 crime tv shows, docuseries, international tv shows united states unknown"
TV Show,mystery lab,felipe castanhari  lilian regina  bruno miranda,brazil,TV-PG,"docuseries, international tv shows, science & nature tv",Felipe Castanhari  Lilian Regina  Bruno Miranda,"TV Show TV-PG docuseries, international tv shows, science & nature tv brazil felipe castanhari  lilian regina  bruno miranda"
TV Show,immigration nation,unknown,united states,TV-MA,docuseries,unknown,TV Show TV-MA docuseries united states unknown
TV Show,moesha,brandy norwood  william allen young  sheryl lee ralph,united states,TV-PG,"tv comedies, teen tv shows",Brandy Norwood  William Allen Young  Sheryl Lee Ralph,"TV Show TV-PG tv comedies, teen tv shows united states brandy norwood  william allen young  sheryl lee ralph"
TV Show,my perfect landing,morgan wigle  tom hulshof  helena marie,canada,TV-G,kids' tv,Morgan Wigle  Tom Hulshof  Helena Marie,TV Show TV-G kids' tv canada morgan wigle  tom hulshof  helena marie
TV Show,nagi-asu: a lull in the sea,natsuki hanae  kana hanazawa  ai kayano,japan,TV-14,"anime series, romantic tv shows, teen tv shows",Natsuki Hanae  Kana Hanazawa  Ai Kayano,"TV Show TV-14 anime series, romantic tv shows, teen tv shows japan natsuki hanae  kana hanazawa  ai kayano"
TV Show,the next step,shamier anderson  victoria baldesarra  alexandra beaton,canada,TV-G,"kids' tv, reality tv, tv dramas",Shamier Anderson  Victoria Baldesarra  Alexandra Beaton,"TV Show TV-G kids' tv, reality tv, tv dramas canada shamier anderson  victoria baldesarra  alexandra beaton"
TV Show,toradora!,rie kugimiya  junji majima  yui horie,japan,TV-14,"anime series, international tv shows, romantic tv shows",Rie Kugimiya  Junji Majima  Yui Horie,"TV Show TV-14 anime series, international tv shows, romantic tv shows japan rie kugimiya  junji majima  yui horie"
TV Show,transformers rescue bots academy,adam andrianopolous  pierce cravens  xander crowell,united states,TV-Y,kids' tv,Adam Andrianopolous  Pierce Cravens  Xander Crowell,TV Show TV-Y kids' tv united states adam andrianopolous  pierce cravens  xander crowell
TV Show,get even,kim adis  mia mckenna-bruce  bethany antonia,united kingdom,TV-PG,"british tv shows, crime tv shows, international tv shows",Kim Adis  Mia McKenna-Bruce  Bethany Antonia,"TV Show TV-PG british tv shows, crime tv shows, international tv shows united kingdom kim adis  mia mckenna-bruce  bethany antonia"
TV Show,sugar rush,candace nelson  adriano zumbo  hunter march,united states,TV-PG,reality tv,Candace Nelson  Adriano Zumbo  Hunter March,TV Show TV-PG reality tv united states candace nelson  adriano zumbo  hunter march
TV Show,the umbrella academy,unknown,"united states, canada",TV-14,"tv action & adventure, tv mysteries, tv sci-fi & fantasy",unknown,"TV Show TV-14 tv action & adventure, tv mysteries, tv sci-fi & fantasy united states, canada unknown"
TV Show,transformers: war for cybertron trilogy,jake foushee  jason marnocha  linsay rousseau,united states,TV-Y7,anime series,Jake Foushee  Jason Marnocha  Linsay Rousseau,TV Show TV-Y7 anime series united states jake foushee  jason marnocha  linsay rousseau
TV Show,unlucky ploy,anusorn maneethet  atsadaporn siriwattanakul  waratthaya wongchayaporn,unknown,TV-MA,"international tv shows, romantic tv shows, tv comedies",Anusorn Maneethet  Atsadaporn Siriwattanakul  Waratthaya Wongchayaporn,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies unknown anusorn maneethet  atsadaporn siriwattanakul  waratthaya wongchayaporn"
TV Show,last chance u,john franklin iii  dj law  buddy stephens,united states,TV-MA,docuseries,John Franklin III  DJ Law  Buddy Stephens,TV Show TV-MA docuseries united states john franklin iii  dj law  buddy stephens
TV Show,shameless (u.s.),william h. macy  emmy rossum  justin chatwin,united states,TV-MA,"tv comedies, tv dramas",William H. Macy  Emmy Rossum  Justin Chatwin,"TV Show TV-MA tv comedies, tv dramas united states william h. macy  emmy rossum  justin chatwin"
TV Show,sing on! spain,ricky merino,spain,TV-G,"international tv shows, reality tv, spanish-language tv shows",Ricky Merino,"TV Show TV-G international tv shows, reality tv, spanish-language tv shows spain ricky merino"
