director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
steve miner,tom skerritt,usher raymond,leonor varela,action adventure drama thriller western,Texas Rangers
gil kenan,bill murray,toby jones,harry treadaway,adventure family fantasy sci-fi,City of Ember
paul thomas anderson,mike howard,jeffrey w. jenkins,bruce goodchild,drama,The Master
david leland,hayden christensen,ryan cartwright,david walliams,adventure comedy history romance,Virgin Territory
gary fleder,dennis quaid,nicole beharie,charles s. dutton,biography drama sport,The Express
j blakeson,chloë grace moretz,maggie siff,nick robinson,action adventure sci-fi thriller,The 5th Wave
ryan coogler,sylvester stallone,phylicia rashad,graham mctavish,drama sport,Creed
ben affleck,jeremy renner,jon hamm,owen burke,crime drama thriller,The Town
kirk jones,anna kendrick,dennis quaid,thomas lennon,comedy drama romance,What to Expect When You're Expecting
ethan coen,j.k. simmons,brad pitt,kevin sussman,comedy drama,Burn After Reading
jennifer flackett,gerard butler,anthony simcoe,christopher james baker,adventure comedy family fantasy,Nim's Island
ron howard,chris hemsworth,olivia wilde,alexandra maria lara,action biography drama sport,Rush
paul thomas anderson,patton oswalt,neil flynn,jim meskimen,drama,Magnolia
kevin smith,bruce willis,tracy morgan,kevin pollak,action comedy crime,Cop Out
christian ditter,alison brie,damon wayans jr.,nicholas braun,comedy romance,How to Be Single
charles martin smith,morgan freeman,michael roark,harry connick jr.,drama family,Dolphin Tale
catherine hardwicke,kristen stewart,taylor lautner,anna kendrick,drama fantasy romance,Twilight
nick cassavetes,denzel washington,laura harring,anne heche,crime drama thriller,John Q
les mayfield,peter greene,dave chappelle,tamala jones,action comedy crime thriller,Blue Streak
rawson marshall thurber,laura-leigh,molly c. quinn,thomas lennon,comedy crime,We're the Millers
fedor bondarchuk,yuliya snigir,fedor bondarchuk,aleksey serebryakov,action adventure sci-fi,Obitaemyy ostrov
jonathan mostow,kathleen quinlan,m.c. gainey,j.t. walsh,action crime drama mystery thriller,Breakdown
irvin kershner,bernie casey,klaus maria brandauer,barbara carrera,action adventure thriller,Never Say Never Again
steve pink,charlie mcdermott,collette wolfe,crystal lowe,comedy sci-fi,Hot Tub Time Machine
charles martin smith,morgan freeman,taylor blackwell,harry connick jr.,drama family,Dolphin Tale 2
john frankenheimer,charlize theron,james frain,clarence williams iii,action adventure crime drama family fantasy romance thriller,Reindeer Games
f. gary gray,vin diesel,jeff kober,larenz tate,action crime drama thriller,A Man Apart
cameron crowe,emma stone,bradley cooper,bill murray,comedy drama romance,Aloha
rob reiner,alexa penavega,virginia madsen,craig t. nelson,drama history,Ghosts of Mississippi
scott hicks,rick yune,reeve carney,daniel von bargen,drama mystery romance thriller,Snow Falling on Cedars
mikael håfström,anthony hopkins,colin o'donoghue,toby jones,drama horror mystery thriller,The Rite
andrew niccol,blair underwood,xander berkeley,mason gamble,drama sci-fi thriller,Gattaca
andrew bergman,stockard channing,nathan lane,john larroquette,biography comedy romance,Isn't She Great
kirk de micco,cheryl hines,kenan thompson,omid abtahi,adventure animation comedy family sci-fi,Space Chimps
chris rock,bernie mac,dylan baker,tracy morgan,comedy,Head of State
todd phillips,bradley cooper,rob riggle,mike epps,comedy,The Hangover
wilson yip,mike tyson,lynn hung,kwok-kwan chan,action biography drama history,Ip Man 3
jay roach,muse watson,verne troyer,robert wagner,action adventure comedy crime,Austin Powers: The Spy Who Shagged Me
tim burton,michael gough,jack palance,william hootkins,action adventure,Batman
roland joffé,jordi mollà,dougray scott,lily cole,biography drama war,There Be Dragons
richard donner,rene russo,nick chinlund,stuart wilson,action crime thriller,Lethal Weapon 3
john lee hancock,catherine dyer,quinton aaron,kim dickens,biography drama sport,The Blind Side
unknown,jon foo,aimee garcia,wendie malick,action comedy crime,Rush Hour            
robert rodriguez,alexa penavega,cheech marin,daryl sabara,action adventure comedy family sci-fi,Spy Kids
seth gordon,kevin spacey,lindsay sloane,reginald ballard,comedy crime,Horrible Bosses
ethan coen,matt damon,jeff bridges,bruce green,adventure drama western,True Grit
david frankel,meryl streep,anne hathaway,rebecca mader,comedy drama romance,The Devil Wears Prada
robert wise,leonard nimoy,nichelle nichols,walter koenig,adventure mystery sci-fi,Star Trek: The Motion Picture
seth gordon,jon favreau,eric stonestreet,t.i.,comedy crime,Identity Thief
martin scorsese,robert de niro,robert mitchum,joe don baker,crime thriller,Cape Fear
robert luketic,kevin spacey,jim sturgess,josh gad,crime drama thriller,21
judd apatow,amy schumer,randall park,josh segarra,comedy romance,Trainwreck
kevin rodney sullivan,bernie mac,nicole sullivan,sherri shepherd,comedy romance,Guess Who
anthony minghella,colin firth,kristin scott thomas,jürgen prochnow,drama romance war,The English Patient
curtis hanson,kevin spacey,matt mccoy,paul guilfoyle,crime drama mystery thriller,L.A. Confidential
mike mitchell,michael angarano,kelly preston,nicholas braun,adventure comedy family sci-fi,Sky High
frank oz,tom selleck,wilford brimley,lauren ambrose,comedy,In & Out
roger donaldson,natasha henstridge,marg helgenberger,jordan lund,action horror sci-fi thriller,Species
wes craven,johnny depp,lin shaye,amanda wyss,horror,A Nightmare on Elm Street
tarsem singh,dylan baker,jake weber,james gammon,horror sci-fi thriller,The Cell
randall wallace,leonardo dicaprio,anne parillaud,judith godrèche,action adventure,The Man in the Iron Mask
randall wallace,scott glenn,kevin connolly,dylan walsh,biography drama family history sport,Secretariat
kevin munroe,chris evans,sarah michelle gellar,mako,action adventure animation comedy family fantasy sci-fi,TMNT
michael tollin,alfre woodard,riley smith,debra winger,biography drama sport,Radio
will gluck,mila kunis,justin timberlake,masi oka,comedy romance,Friends with Benefits
nicholas stoller,chloë grace moretz,ike barinholtz,kiersey clemons,comedy,Neighbors 2: Sorority Rising
john lee hancock,tom hanks,ruth wilson,b.j. novak,biography comedy drama history music,Saving Mr. Banks
spike lee,denzel washington,delroy lindo,al freeman jr.,biography drama history romance,Malcolm X
judd apatow,charlyne yi,maude apatow,mackenzie aladjem,comedy,This Is 40
walt becker,robin williams,bernie mac,ann-margret,comedy family,Old Dogs
patrick tatopoulos,craig parker,kevin grevioux,steven mackintosh,action adventure fantasy sci-fi thriller,Underworld: Rise of the Lycans
ken kwapis,robin williams,christine taylor,mindy kaling,comedy romance,License to Wed
dennis dugan,jon lovitz,jon heder,tim meadows,comedy romance sport,The Benchwarmers
gary david goldberg,stockard channing,victor webster,elizabeth perkins,comedy romance,Must Love Dogs
mike newell,johnny depp,al pacino,anne heche,biography crime drama,Donnie Brasco
paul w.s. anderson,milla jovovich,jaymes butler,colin salmon,action horror sci-fi,Resident Evil
tobe hooper,heather o'rourke,zelda rubinstein,craig t. nelson,fantasy horror,Poltergeist
ethan coen,j.k. simmons,tom hanks,stephen root,comedy crime thriller,The Ladykillers
john moore,mila kunis,beau bridges,jamie hector,action crime drama mystery thriller,Max Payne
andrew niccol,matt bomer,olivia wilde,justin timberlake,action sci-fi thriller,In Time
alan poul,danneel ackles,noureen dewulf,tom bosley,comedy romance,The Back-up Plan
luke greenfield,ashley williams,steve howey,kirsten day,comedy drama romance,Something Borrowed
unknown,jodi lyn o'keefe,kimberly elise,logan browning,drama romance,Hit the Floor            
gil junger,tom wilkinson,marsha thomason,vincent regan,adventure comedy fantasy,Black Knight
michael ritchie,tatum o'neal,vic morrow,joyce van patten,comedy drama family sport,The Bad News Bears
steven e. de souza,ming-na wen,raul julia,kylie minogue,action adventure comedy thriller,Street Fighter
roman polanski,emilia fox,frank finlay,ed stoppard,biography drama war,The Pianist
albert hughes,johnny depp,jason flemyng,ian richardson,horror mystery thriller,From Hell
catherine hardwicke,keisha castle-hughes,hiam abbass,shaun toub,drama family fantasy,The Nativity Story
jaume collet-serra,robert ri'chard,paris hilton,brian van holt,horror,House of Wax
mike nichols,natalie portman,julia roberts,colin stinton,drama romance,Closer
clint eastwood,leonardo dicaprio,naomi watts,kaitlyn dever,biography crime drama,J. Edgar
alexandre aja,jason flemyng,cameron boyce,julian glover,horror mystery,Mirrors
michael rymer,aaliyah,lena olin,bruce spence,drama fantasy horror,Queen of the Damned
stephen hopkins,adam baldwin,robert davi,kevin peter hall,action horror sci-fi,Predator 2
gregory hoblit,billy burke,jesse tyler ferguson,joseph cross,crime drama thriller,Untraceable
hugh wilson,brendan fraser,sissy spacek,douglas smith,comedy drama romance sci-fi,Blast from the Past
mike hodges,brian blessed,william hootkins,sam j. jones,action adventure sci-fi,Flash Gordon
kevin smith,stephen root,mike starr,george carlin,comedy drama romance,Jersey Girl
rob cohen,cicely tyson,chad lindberg,carmen ejogo,action crime mystery thriller,Alex Cross
clint eastwood,kevin spacey,bob gunton,leon rippy,crime drama mystery thriller,Midnight in the Garden of Good and Evil
scott mann,robert de niro,joshua mikel,d.b. sweeney,action crime thriller,Heist
susanna white,daniel mays,bill bailey,eros vlahos,comedy family fantasy,Nanny McPhee Returns
danny devito,frank whaley,j.t. walsh,paul guilfoyle,biography crime drama,Hoffa
chris carter,mitch pileggi,callum rennie,nicki aycox,drama mystery sci-fi thriller,The X Files: I Want to Believe
tommy o'haver,anne hathaway,steve coogan,joanna lumley,comedy family fantasy romance,Ella Enchanted
peter landesman,will smith,eddie marsan,albert brooks,biography drama sport,Concussion
john singleton,ken arnold,benjamin j. cain jr.,richard cetrone,action mystery thriller,Abduction
gary chapman,jim broadbent,olivia williams,pip torrens,adventure animation comedy family war,Valiant
curtis hanson,robert downey jr.,rip torn,richard thomas,comedy drama,Wonder Boys
craig mazin,drake bell,tracy morgan,marion ross,action comedy sci-fi thriller,Superhero Movie
allen hughes,alona tal,james ransone,michael beach,crime drama thriller,Broken City
wes craven,shannon elizabeth,portia de rossi,derek mears,comedy horror,Cursed
david koepp,joseph gordon-levitt,dania ramirez,aasif mandvi,action crime thriller,Premium Rush
anne fletcher,jim gaffigan,richard t. jones,michael mosley,action comedy crime,Hot Pursuit
shekhar kapur,djimon hounsou,lucy gordon,alex jennings,adventure drama romance war,The Four Feathers
taylor hackford,jason statham,clifton collins jr.,wendell pierce,action crime romance thriller,Parker
richard loncraine,kirsten dunst,jon favreau,austin nichols,comedy romance sport,Wimbledon
roger kumble,brendan fraser,brooke shields,matt prokop,comedy family,Furry Vengeance
kimble rendall,alex russell,cariba heine,richard brancatisano,action horror sci-fi,Bait
peter yates,liam neeson,alun armstrong,lysette anthony,action adventure fantasy,Krull
robert redford,meryl streep,tom cruise,andrew garfield,drama thriller war,Lions for Lambs
john milius,rosanna arquette,dann florek,christopher rich,action drama thriller war,Flight of the Intruder
jake kasdan,tim meadows,nat faxon,matt price,comedy music,Walk Hard: The Dewey Cox Story
lasse hallström,kevin spacey,scott glenn,jason behr,drama,The Shipping News
les mayfield,gregory smith,ronny cox,harris yulin,action western,American Outlaws
jean-marc vallée,michiel huisman,jim broadbent,thomas kretschmann,biography drama history romance,The Young Victoria
dominic sena,tom skerritt,bashar rahal,shawn doyle,action crime mystery thriller,Whiteout
terrence malick,brad pitt,tye sheridan,fiona shaw,drama fantasy,The Tree of Life
hark tsui,paul sorvino,lela rochon,ray nicholas,action comedy thriller,Knock Off
david ayer,mireille enos,martin donovan,maurice compte,action crime drama thriller,Sabotage
brian helgeland,heath ledger,mark addy,benno fürmann,action mystery thriller,The Order
lexi alexander,julie benz,wayne knight,colin salmon,action crime drama thriller,Punisher: War Zone
peter hewitt,kevin zegers,rip torn,thomas f. wilson,action adventure family sci-fi,Zoom
robert zemeckis,joseph gordon-levitt,soleyman pierini,jade kindar-martin,adventure biography drama thriller,The Walk
ronny yu,marley shelton,lee arenberg,angus macfadyen,action adventure fantasy,Warriors of Virtue
ridley scott,archie panjabi,albert finney,richard coyle,comedy drama romance,A Good Year
unknown,ruth wilson,indira varma,warren brown,crime drama mystery thriller,Luther            
richard donner,adam baldwin,thomas ian nicholas,john heard,drama,Radio Flyer
taylor hackford,delroy lindo,jesse borrego,raymond cruz,crime drama,"Blood In, Blood Out"
bille august,jim broadbent,tom wilkinson,julia ormond,action drama sci-fi thriller,Smilla's Sense of Snow
brian de palma,peter coyote,gregg henry,rie rasmussen,crime drama mystery thriller,Femme Fatale
moustapha akkad,oliver reed,rod steiger,john gielgud,biography drama history war,Lion of the Desert
jean-paul rappeneau,olivier martinez,françois cluzet,isabelle carré,adventure drama romance war,The Horseman on the Roof
ang lee,jeremy w. auman,jeffrey dover,tobey maguire,drama romance war western,Ride with the Devil
alejandro g. iñárritu,maricel álvarez,hanaa bouchaib,eduard fernández,drama,Biutiful
roland joffé,tamsin egerton,alice englert,bipasha basu,action adventure romance sci-fi,The Lovers
joachim rønning,salma hayek,sam shepard,dwight yoakam,action comedy crime western,Bandidas
tony kaye,bill cobbs,aisha tyler,beverly d'angelo,crime drama,Black Water Transit
wes ball,ki hong lee,aml ameen,jacob latimore,action mystery sci-fi thriller,The Maze Runner
ken scott,tom wilkinson,june diane raphael,melissa mcmeekin,comedy,Unfinished Business
martin scorsese,richard e. grant,geraldine chaplin,stuart wilson,drama romance,The Age of Innocence
darren aronofsky,hugh jackman,ellen burstyn,mark margolis,drama sci-fi,The Fountain
hugh johnson,david paymer,kevin j. o'connor,hudson leick,action adventure comedy drama thriller,Chill Factor
