director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
chris rock,bernie mac,dylan baker,tracy morgan,comedy,Head of State,chris rock bernie mac dylan bakertracy morgancomedy
todd phillips,bradley cooper,rob riggle,mike epps,comedy,The Hangover,todd phillips bradley cooper rob rigglemike eppscomedy
wilson yip,mike tyson,lynn hung,kwok-kwan chan,action biography drama history,Ip Man 3,wilson yip mike tyson lynn hungkwok-kwan chanaction biography drama history
jay roach,muse watson,verne troyer,robert wagner,action adventure comedy crime,Austin Powers: The Spy Who Shagged Me,jay roach muse watson verne troyerrobert wagneraction adventure comedy crime
tim burton,michael gough,jack palance,william hootkins,action adventure,Batman,tim burton michael gough jack palancewilliam hootkinsaction adventure
roland joffé,jordi mollà,dougray scott,lily cole,biography drama war,There Be Dragons,roland joffé jordi mollà dougray scottlily colebiography drama war
richard donner,rene russo,nick chinlund,stuart wilson,action crime thriller,Lethal Weapon 3,richard donner rene russo nick chinlundstuart wilsonaction crime thriller
john lee hancock,catherine dyer,quinton aaron,kim dickens,biography drama sport,The Blind Side,john lee hancock catherine dyer quinton aaronkim dickensbiography drama sport
unknown,jon foo,aimee garcia,wendie malick,action comedy crime,Rush Hour            ,unknown jon foo aimee garciawendie malickaction comedy crime
robert rodriguez,alexa penavega,cheech marin,daryl sabara,action adventure comedy family sci-fi,Spy Kids,robert rodriguez alexa penavega cheech marindaryl sabaraaction adventure comedy family sci-fi
seth gordon,kevin spacey,lindsay sloane,reginald ballard,comedy crime,Horrible Bosses,seth gordon kevin spacey lindsay sloanereginald ballardcomedy crime
ethan coen,matt damon,jeff bridges,bruce green,adventure drama western,True Grit,ethan coen matt damon jeff bridgesbruce greenadventure drama western
david frankel,meryl streep,anne hathaway,rebecca mader,comedy drama romance,The Devil Wears Prada,david frankel meryl streep anne hathawayrebecca madercomedy drama romance
robert wise,leonard nimoy,nichelle nichols,walter koenig,adventure mystery sci-fi,Star Trek: The Motion Picture,robert wise leonard nimoy nichelle nicholswalter koenigadventure mystery sci-fi
seth gordon,jon favreau,eric stonestreet,t.i.,comedy crime,Identity Thief,seth gordon jon favreau eric stonestreett.i.comedy crime
martin scorsese,robert de niro,robert mitchum,joe don baker,crime thriller,Cape Fear,martin scorsese robert de niro robert mitchumjoe don bakercrime thriller
robert luketic,kevin spacey,jim sturgess,josh gad,crime drama thriller,21,robert luketic kevin spacey jim sturgessjosh gadcrime drama thriller
judd apatow,amy schumer,randall park,josh segarra,comedy romance,Trainwreck,judd apatow amy schumer randall parkjosh segarracomedy romance
kevin rodney sullivan,bernie mac,nicole sullivan,sherri shepherd,comedy romance,Guess Who,kevin rodney sullivan bernie mac nicole sullivansherri shepherdcomedy romance
anthony minghella,colin firth,kristin scott thomas,jürgen prochnow,drama romance war,The English Patient,anthony minghella colin firth kristin scott thomasjürgen prochnowdrama romance war
curtis hanson,kevin spacey,matt mccoy,paul guilfoyle,crime drama mystery thriller,L.A. Confidential,curtis hanson kevin spacey matt mccoypaul guilfoylecrime drama mystery thriller
mike mitchell,michael angarano,kelly preston,nicholas braun,adventure comedy family sci-fi,Sky High,mike mitchell michael angarano kelly prestonnicholas braunadventure comedy family sci-fi
frank oz,tom selleck,wilford brimley,lauren ambrose,comedy,In & Out,frank oz tom selleck wilford brimleylauren ambrosecomedy
roger donaldson,natasha henstridge,marg helgenberger,jordan lund,action horror sci-fi thriller,Species,roger donaldson natasha henstridge marg helgenbergerjordan lundaction horror sci-fi thriller
tarsem singh,dylan baker,jake weber,james gammon,horror sci-fi thriller,The Cell,tarsem singh dylan baker jake weberjames gammonhorror sci-fi thriller
randall wallace,leonardo dicaprio,anne parillaud,judith godrèche,action adventure,The Man in the Iron Mask,randall wallace leonardo dicaprio anne parillaudjudith godrècheaction adventure
randall wallace,scott glenn,kevin connolly,dylan walsh,biography drama family history sport,Secretariat,randall wallace scott glenn kevin connollydylan walshbiography drama family history sport
kevin munroe,chris evans,sarah michelle gellar,mako,action adventure animation comedy family fantasy sci-fi,TMNT,kevin munroe chris evans sarah michelle gellarmakoaction adventure animation comedy family fantasy sci-fi
michael tollin,alfre woodard,riley smith,debra winger,biography drama sport,Radio,michael tollin alfre woodard riley smithdebra wingerbiography drama sport
will gluck,mila kunis,justin timberlake,masi oka,comedy romance,Friends with Benefits,will gluck mila kunis justin timberlakemasi okacomedy romance
nicholas stoller,chloë grace moretz,ike barinholtz,kiersey clemons,comedy,Neighbors 2: Sorority Rising,nicholas stoller chloë grace moretz ike barinholtzkiersey clemonscomedy
john lee hancock,tom hanks,ruth wilson,b.j. novak,biography comedy drama history music,Saving Mr. Banks,john lee hancock tom hanks ruth wilsonb.j. novakbiography comedy drama history music
spike lee,denzel washington,delroy lindo,al freeman jr.,biography drama history romance,Malcolm X,spike lee denzel washington delroy lindoal freeman jr.biography drama history romance
judd apatow,charlyne yi,maude apatow,mackenzie aladjem,comedy,This Is 40,judd apatow charlyne yi maude apatowmackenzie aladjemcomedy
walt becker,robin williams,bernie mac,ann-margret,comedy family,Old Dogs,walt becker robin williams bernie macann-margretcomedy family
patrick tatopoulos,craig parker,kevin grevioux,steven mackintosh,action adventure fantasy sci-fi thriller,Underworld: Rise of the Lycans,patrick tatopoulos craig parker kevin greviouxsteven mackintoshaction adventure fantasy sci-fi thriller
ken kwapis,robin williams,christine taylor,mindy kaling,comedy romance,License to Wed,ken kwapis robin williams christine taylormindy kalingcomedy romance
dennis dugan,jon lovitz,jon heder,tim meadows,comedy romance sport,The Benchwarmers,dennis dugan jon lovitz jon hedertim meadowscomedy romance sport
gary david goldberg,stockard channing,victor webster,elizabeth perkins,comedy romance,Must Love Dogs,gary david goldberg stockard channing victor websterelizabeth perkinscomedy romance
mike newell,johnny depp,al pacino,anne heche,biography crime drama,Donnie Brasco,mike newell johnny depp al pacinoanne hechebiography crime drama
paul w.s. anderson,milla jovovich,jaymes butler,colin salmon,action horror sci-fi,Resident Evil,paul w.s. anderson milla jovovich jaymes butlercolin salmonaction horror sci-fi
ethan coen,j.k. simmons,tom hanks,stephen root,comedy crime thriller,The Ladykillers,ethan coen j.k. simmons tom hanksstephen rootcomedy crime thriller
john moore,mila kunis,beau bridges,jamie hector,action crime drama mystery thriller,Max Payne,john moore mila kunis beau bridgesjamie hectoraction crime drama mystery thriller
andrew niccol,matt bomer,olivia wilde,justin timberlake,action sci-fi thriller,In Time,andrew niccol matt bomer olivia wildejustin timberlakeaction sci-fi thriller
alan poul,danneel ackles,noureen dewulf,tom bosley,comedy romance,The Back-up Plan,alan poul danneel ackles noureen dewulftom bosleycomedy romance
luke greenfield,ashley williams,steve howey,kirsten day,comedy drama romance,Something Borrowed,luke greenfield ashley williams steve howeykirsten daycomedy drama romance
unknown,jodi lyn o'keefe,kimberly elise,logan browning,drama romance,Hit the Floor            ,unknown jodi lyn o'keefe kimberly eliselogan browningdrama romance
gil junger,tom wilkinson,marsha thomason,vincent regan,adventure comedy fantasy,Black Knight,gil junger tom wilkinson marsha thomasonvincent reganadventure comedy fantasy
michael ritchie,tatum o'neal,vic morrow,joyce van patten,comedy drama family sport,The Bad News Bears,michael ritchie tatum o'neal vic morrowjoyce van pattencomedy drama family sport
steven e. de souza,ming-na wen,raul julia,kylie minogue,action adventure comedy thriller,Street Fighter,steven e. de souza ming-na wen raul juliakylie minogueaction adventure comedy thriller
roman polanski,emilia fox,frank finlay,ed stoppard,biography drama war,The Pianist,roman polanski emilia fox frank finlayed stoppardbiography drama war
albert hughes,johnny depp,jason flemyng,ian richardson,horror mystery thriller,From Hell,albert hughes johnny depp jason flemyngian richardsonhorror mystery thriller
catherine hardwicke,keisha castle-hughes,hiam abbass,shaun toub,drama family fantasy,The Nativity Story,catherine hardwicke keisha castle-hughes hiam abbassshaun toubdrama family fantasy
mike nichols,natalie portman,julia roberts,colin stinton,drama romance,Closer,mike nichols natalie portman julia robertscolin stintondrama romance
clint eastwood,leonardo dicaprio,naomi watts,kaitlyn dever,biography crime drama,J. Edgar,clint eastwood leonardo dicaprio naomi wattskaitlyn deverbiography crime drama
alexandre aja,jason flemyng,cameron boyce,julian glover,horror mystery,Mirrors,alexandre aja jason flemyng cameron boycejulian gloverhorror mystery
michael rymer,aaliyah,lena olin,bruce spence,drama fantasy horror,Queen of the Damned,michael rymer aaliyah lena olinbruce spencedrama fantasy horror
stephen hopkins,adam baldwin,robert davi,kevin peter hall,action horror sci-fi,Predator 2,stephen hopkins adam baldwin robert davikevin peter hallaction horror sci-fi
gregory hoblit,billy burke,jesse tyler ferguson,joseph cross,crime drama thriller,Untraceable,gregory hoblit billy burke jesse tyler fergusonjoseph crosscrime drama thriller
hugh wilson,brendan fraser,sissy spacek,douglas smith,comedy drama romance sci-fi,Blast from the Past,hugh wilson brendan fraser sissy spacekdouglas smithcomedy drama romance sci-fi
mike hodges,brian blessed,william hootkins,sam j. jones,action adventure sci-fi,Flash Gordon,mike hodges brian blessed william hootkinssam j. jonesaction adventure sci-fi
kevin smith,stephen root,mike starr,george carlin,comedy drama romance,Jersey Girl,kevin smith stephen root mike starrgeorge carlincomedy drama romance
rob cohen,cicely tyson,chad lindberg,carmen ejogo,action crime mystery thriller,Alex Cross,rob cohen cicely tyson chad lindbergcarmen ejogoaction crime mystery thriller
clint eastwood,kevin spacey,bob gunton,leon rippy,crime drama mystery thriller,Midnight in the Garden of Good and Evil,clint eastwood kevin spacey bob guntonleon rippycrime drama mystery thriller
susanna white,daniel mays,bill bailey,eros vlahos,comedy family fantasy,Nanny McPhee Returns,susanna white daniel mays bill baileyeros vlahoscomedy family fantasy
danny devito,frank whaley,j.t. walsh,paul guilfoyle,biography crime drama,Hoffa,danny devito frank whaley j.t. walshpaul guilfoylebiography crime drama
chris carter,mitch pileggi,callum rennie,nicki aycox,drama mystery sci-fi thriller,The X Files: I Want to Believe,chris carter mitch pileggi callum rennienicki aycoxdrama mystery sci-fi thriller
tommy o'haver,anne hathaway,steve coogan,joanna lumley,comedy family fantasy romance,Ella Enchanted,tommy o'haver anne hathaway steve cooganjoanna lumleycomedy family fantasy romance
peter landesman,will smith,eddie marsan,albert brooks,biography drama sport,Concussion,peter landesman will smith eddie marsanalbert brooksbiography drama sport
john singleton,ken arnold,benjamin j. cain jr.,richard cetrone,action mystery thriller,Abduction,john singleton ken arnold benjamin j. cain jr.richard cetroneaction mystery thriller
gary chapman,jim broadbent,olivia williams,pip torrens,adventure animation comedy family war,Valiant,gary chapman jim broadbent olivia williamspip torrensadventure animation comedy family war
curtis hanson,robert downey jr.,rip torn,richard thomas,comedy drama,Wonder Boys,curtis hanson robert downey jr. rip tornrichard thomascomedy drama
craig mazin,drake bell,tracy morgan,marion ross,action comedy sci-fi thriller,Superhero Movie,craig mazin drake bell tracy morganmarion rossaction comedy sci-fi thriller
allen hughes,alona tal,james ransone,michael beach,crime drama thriller,Broken City,allen hughes alona tal james ransonemichael beachcrime drama thriller
wes craven,shannon elizabeth,portia de rossi,derek mears,comedy horror,Cursed,wes craven shannon elizabeth portia de rossiderek mearscomedy horror
david koepp,joseph gordon-levitt,dania ramirez,aasif mandvi,action crime thriller,Premium Rush,david koepp joseph gordon-levitt dania ramirezaasif mandviaction crime thriller
anne fletcher,jim gaffigan,richard t. jones,michael mosley,action comedy crime,Hot Pursuit,anne fletcher jim gaffigan richard t. jonesmichael mosleyaction comedy crime
shekhar kapur,djimon hounsou,lucy gordon,alex jennings,adventure drama romance war,The Four Feathers,shekhar kapur djimon hounsou lucy gordonalex jenningsadventure drama romance war
taylor hackford,jason statham,clifton collins jr.,wendell pierce,action crime romance thriller,Parker,taylor hackford jason statham clifton collins jr.wendell pierceaction crime romance thriller
