director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
antoine fuqua,gerard butler,morgan freeman,radha mitchell,action thriller,olympus has fallen,antoine fuqua gerard butler morgan freemanradha mitchellaction thriller
jonathan frakes,levar burton,jonathan frakes,michael dorn,action adventure sci-fi thriller,star trek: insurrection,jonathan frakes levar burton jonathan frakesmichael dornaction adventure sci-fi thriller
jonathan liebesman,noel fisher,jim parrack,ramon rodriguez,action sci-fi,battle los angeles,jonathan liebesman noel fisher jim parrackramon rodriguezaction sci-fi
tim burton,steve buscemi,alison lohman,albert finney,adventure drama fantasy,big fish,tim burton steve buscemi alison lohmanalbert finneyadventure drama fantasy
mike nichols,david hyde pierce,peter gerety,ron rifkin,drama horror romance thriller,wolf,mike nichols david hyde pierce peter geretyron rifkindrama horror romance thriller
steven spielberg,jeremy irvine,benedict cumberbatch,eddie marsan,drama war,war horse,steven spielberg jeremy irvine benedict cumberbatcheddie marsandrama war
george clooney,bill murray,matt damon,bob balaban,drama war,the monuments men,george clooney bill murray matt damonbob balabandrama war
james cameron,michael biehn,todd graff,mary elizabeth mastrantonio,adventure drama sci-fi thriller,the abyss,james cameron michael biehn todd graffmary elizabeth mastrantonioadventure drama sci-fi thriller
oliver stone,frank langella,austin pendleton,john buffalo mailer,drama,wall street: money never sleeps,oliver stone frank langella austin pendletonjohn buffalo mailerdrama
gary shore,dominic cooper,sarah gadon,zach mcgowan,action drama fantasy horror war,dracula untold,gary shore dominic cooper sarah gadonzach mcgowanaction drama fantasy horror war
edward zwick,denzel washington,bruce willis,mark valley,action thriller,the siege,edward zwick denzel washington bruce willismark valleyaction thriller
matthew vaughn,henry cavill,david kelly,nathaniel parker,adventure family fantasy romance,stardust,matthew vaughn henry cavill david kellynathaniel parkeradventure family fantasy romance
jean-jacques annaud,brad pitt,mako,victor wong,adventure biography drama history war,seven years in tibet,jean-jacques annaud brad pitt makovictor wongadventure biography drama history war
ron howard,channing tatum,clint howard,chelcie ross,comedy drama,the dilemma,ron howard channing tatum clint howardchelcie rosscomedy drama
joel schumacher,anthony hopkins,brooke smith,garcelle beauvais,action adventure comedy thriller,bad company,joel schumacher anthony hopkins brooke smithgarcelle beauvaisaction adventure comedy thriller
andrzej bartkowiak,dwayne johnson,ben daniels,dexter fletcher,action adventure horror sci-fi,doom,andrzej bartkowiak dwayne johnson ben danielsdexter fletcheraction adventure horror sci-fi
betty thomas,gary cole,phill lewis,tate taylor,action adventure comedy thriller,i spy,betty thomas gary cole phill lewistate tayloraction adventure comedy thriller
måns mårlind,theo james,stephen rea,sandrine holt,action fantasy horror,underworld: awakening,måns mårlind theo james stephen reasandrine holtaction fantasy horror
adam shankman,james martin kelly,shane hartline,celina beach,comedy drama musical romance,rock of ages,adam shankman james martin kelly shane hartlinecelina beachcomedy drama musical romance
gregory hoblit,bruce willis,cole hauser,rory cochrane,drama war,hart's war,gregory hoblit bruce willis cole hauserrory cochranedrama war
gary mckendry,jason statham,robert de niro,ben mendelsohn,action crime thriller,killer elite,gary mckendry jason statham robert de niroben mendelsohnaction crime thriller
john mctiernan,ll cool j,chris klein,andrew bryniarski,action sci-fi sport,rollerball,john mctiernan ll cool j chris kleinandrew bryniarskiaction sci-fi sport
wych kaosayananda,talisa soto,sandrine holt,gregg henry,action crime sci-fi thriller,ballistic: ecks vs. sever,wych kaosayananda talisa soto sandrine holtgregg henryaction crime sci-fi thriller
mikael salomon,morgan freeman,minnie driver,randy quaid,action crime drama thriller,hard rain,mikael salomon morgan freeman minnie driverrandy quaidaction crime drama thriller
bobby farrelly,ron howard,brandy norwood,david hyde pierce,action adventure animation comedy crime family fantasy,osmosis jones,bobby farrelly ron howard brandy norwooddavid hyde pierceaction adventure animation comedy crime family fantasy
will finn,lea michele,oliver platt,jim belushi,adventure animation family fantasy musical,legends of oz: dorothy's return,will finn lea michele oliver plattjim belushiadventure animation family fantasy musical
michael mann,chris hemsworth,archie kao,brandon molale,action crime drama mystery thriller,blackhat,michael mann chris hemsworth archie kaobrandon molaleaction crime drama mystery thriller
kerry conran,angelina jolie pitt,laurence olivier,bai ling,action adventure mystery sci-fi thriller,sky captain and the world of tomorrow,kerry conran angelina jolie pitt laurence olivierbai lingaction adventure mystery sci-fi thriller
michael caton-jones,charlotte rampling,indira varma,neil maskell,crime mystery thriller,basic instinct 2,michael caton-jones charlotte rampling indira varmaneil maskellcrime mystery thriller
mikael håfström,sylvester stallone,50 cent,matt gerald,action crime mystery sci-fi thriller,escape plan,mikael håfström sylvester stallone 50 centmatt geraldaction crime mystery sci-fi thriller
renny harlin,roxanne mckee,luke newberry,gaia weiss,action adventure fantasy,the legend of hercules,renny harlin roxanne mckee luke newberrygaia weissaction adventure fantasy
phil alden robinson,morgan freeman,bruce mcgill,philip baker hall,action drama thriller,the sum of all fears,phil alden robinson morgan freeman bruce mcgillphilip baker hallaction drama thriller
david slade,robert pattinson,kristen stewart,anna kendrick,adventure drama fantasy romance,the twilight saga: eclipse,david slade robert pattinson kristen stewartanna kendrickadventure drama fantasy romance
frank oz,robert de niro,marlon brando,gary farmer,crime drama thriller,the score,frank oz robert de niro marlon brandogary farmercrime drama thriller
pierre coffin,steve carell,miranda cosgrove,jack mcbrayer,animation comedy family,despicable me,pierre coffin steve carell miranda cosgrovejack mcbrayeranimation comedy family
joseph ruben,vincent pastore,robert blake,aida turturro,action comedy crime drama thriller,money train,joseph ruben vincent pastore robert blakeaida turturroaction comedy crime drama thriller
seth macfarlane,liam neeson,morgan freeman,seth macfarlane,comedy,ted 2,seth macfarlane liam neeson morgan freemanseth macfarlanecomedy
alejandro amenábar,max minghella,ashraf barhom,rupert evans,adventure drama history romance,agora,alejandro amenábar max minghella ashraf barhomrupert evansadventure drama history romance
kinka usher,janeane garofalo,wes studi,eddie izzard,action comedy fantasy sci-fi,mystery men,kinka usher janeane garofalo wes studieddie izzardaction comedy fantasy sci-fi
bobby farrelly,jenna fischer,larry joe campbell,stephen merchant,comedy romance,hall pass,bobby farrelly jenna fischer larry joe campbellstephen merchantcomedy romance
michael mann,al pacino,rip torn,debi mazar,biography drama thriller,the insider,michael mann al pacino rip torndebi mazarbiography drama thriller
craig gillespie,michael raymond-james,abraham benrubi,graham mctavish,action drama history thriller,the finest hours,craig gillespie michael raymond-james abraham benrubigraham mctavishaction drama history thriller
ridley scott,leonardo dicaprio,simon mcburney,michael gaston,action drama thriller,body of lies,ridley scott leonardo dicaprio simon mcburneymichael gastonaction drama thriller
jay roach,steve carell,stephanie szostak,bruce greenwood,comedy,dinner for schmucks,jay roach steve carell stephanie szostakbruce greenwoodcomedy
timur bekmambetov,rufus sewell,dominic cooper,benjamin walker,action fantasy horror,abraham lincoln: vampire hunter,timur bekmambetov rufus sewell dominic cooperbenjamin walkeraction fantasy horror
jon amiel,will patton,kevin mcnally,maury chaykin,action crime romance thriller,entrapment,jon amiel will patton kevin mcnallymaury chaykinaction crime romance thriller
unknown,hector elizondo,kaitlyn dever,nancy travis,comedy,last man standing            ,unknown hector elizondo kaitlyn devernancy traviscomedy
rob bowman,martin landau,mitch pileggi,jeffrey demunn,drama mystery sci-fi thriller,the x files,rob bowman martin landau mitch pileggijeffrey demunndrama mystery sci-fi thriller
doug lefler,colin firth,nonso anozie,owen teale,action adventure fantasy war,the last legion,doug lefler colin firth nonso anozieowen tealeaction adventure fantasy war
steven spielberg,tom hanks,vin diesel,matt damon,action drama war,saving private ryan,steven spielberg tom hanks vin dieselmatt damonaction drama war
scott waugh,rami malek,dominic cooper,ramon rodriguez,action crime drama thriller,need for speed,scott waugh rami malek dominic cooperramon rodriguezaction crime drama thriller
nancy meyers,judy greer,lisa edelstein,loretta devine,comedy fantasy romance,what women want,nancy meyers judy greer lisa edelsteinloretta devinecomedy fantasy romance
chris wedge,goran visnjic,stephen root,denis leary,adventure animation comedy family,ice age,chris wedge goran visnjic stephen rootdenis learyadventure animation comedy family
lawrence kasdan,morgan freeman,michael o'neill,reece thompson,drama horror sci-fi thriller,dreamcatcher,lawrence kasdan morgan freeman michael o'neillreece thompsondrama horror sci-fi thriller
steven spielberg,joseph gordon-levitt,hal holbrook,bruce mcgill,biography drama history war,lincoln,steven spielberg joseph gordon-levitt hal holbrookbruce mcgillbiography drama history war
lana wachowski,keanu reeves,marcus chong,gloria foster,action sci-fi,the matrix,lana wachowski keanu reeves marcus chonggloria fosteraction sci-fi
ron howard,tom hanks,miko hughes,kathleen quinlan,adventure drama history,apollo 13,ron howard tom hanks miko hugheskathleen quinlanadventure drama history
paul verhoeven,ronny cox,rachel ticotin,marshall bell,action sci-fi,total recall,paul verhoeven ronny cox rachel ticotinmarshall bellaction sci-fi
michael lembeck,judge reinhold,aisha tyler,eric lloyd,comedy family fantasy,the santa clause 2,michael lembeck judge reinhold aisha tylereric lloydcomedy family fantasy
tom hooper,hugh jackman,eddie redmayne,anne hathaway,drama musical romance,les misérables,tom hooper hugh jackman eddie redmayneanne hathawaydrama musical romance
nora ephron,tom hanks,jean stapleton,dave chappelle,comedy drama romance,you've got mail,nora ephron tom hanks jean stapletondave chappellecomedy drama romance
adam mckay,will ferrell,adam scott,andrea savage,comedy,step brothers,adam mckay will ferrell adam scottandrea savagecomedy
martin campbell,anthony hopkins,tony amendola,stuart wilson,action adventure comedy romance thriller western,the mask of zorro,martin campbell anthony hopkins tony amendolastuart wilsonaction adventure comedy romance thriller western
todd phillips,robert downey jr.,rza,matt walsh,comedy drama,due date,todd phillips robert downey jr. rzamatt walshcomedy drama
clint eastwood,clint eastwood,courtney b. vance,william devane,action adventure thriller,space cowboys,clint eastwood clint eastwood courtney b. vancewilliam devaneaction adventure thriller
renny harlin,sylvester stallone,leon,janine turner,action adventure thriller,cliffhanger,renny harlin sylvester stallone leonjanine turneraction adventure thriller
john woo,delroy lindo,samantha mathis,bob gunton,action crime thriller,broken arrow,john woo delroy lindo samantha mathisbob guntonaction crime thriller
jon turteltaub,bruce willis,lily tomlin,daniel von bargen,comedy family fantasy,the kid,jon turteltaub bruce willis lily tomlindaniel von bargencomedy family fantasy
oliver stone,nicolas cage,jay hernandez,armando riesco,drama history thriller,world trade center,oliver stone nicolas cage jay hernandezarmando riescodrama history thriller
